ref_tag,source_file,question_ordinal,start_line,end_line,popularity_score,answer_ref
TV_PYTHON_ASYNC_07,python/async.md,7,260,336,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L260-L336
TV_PYTHON_ASYNC_08,python/async.md,8,337,505,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L337-L505
TV_PYTHON_ASYNC_09,python/async.md,9,506,589,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L506-L589
TV_PYTHON_ASYNC_10,python/async.md,10,590,652,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L590-L652
TV_PYTHON_ASYNC_11,python/async.md,11,653,664,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L653-L664
TV_PYTHON_ASYNC_12,python/async.md,12,665,745,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L665-L745
TV_PYTHON_ASYNC_13,python/async.md,13,746,791,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L746-L791
TV_PYTHON_ASYNC_14,python/async.md,14,792,832,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L792-L832
TV_PYTHON_ASYNC_15,python/async.md,15,833,937,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L833-L937
TV_PYTHON_ASYNC_16,python/async.md,16,938,1042,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L938-L1042
TV_PYTHON_ASYNC_17,python/async.md,17,1043,1140,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1043-L1140
TV_PYTHON_ASYNC_18,python/async.md,18,1141,1186,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1141-L1186
TV_PYTHON_ASYNC_19,python/async.md,19,1187,1221,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1187-L1221
TV_PYTHON_ASYNC_20,python/async.md,20,1222,1247,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1222-L1247
TV_PYTHON_ASYNC_21,python/async.md,21,1248,1289,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1248-L1289
TV_PYTHON_ASYNC_22,python/async.md,22,1290,1304,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1290-L1304
TV_PYTHON_ASYNC_23,python/async.md,23,1305,1325,24,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1305-L1325
TV_PYTHON_ASYNC_24,python/async.md,24,1326,1379,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1326-L1379
TV_PYTHON_ASYNC_25,python/async.md,25,1380,1415,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1380-L1415
TV_PYTHON_ASYNC_26,python/async.md,26,1416,1442,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1416-L1442
TV_PYTHON_ASYNC_27,python/async.md,27,1443,1542,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L1443-L1542
TV_PYTHON_CLASS_AND_OBJECT_01,python/class_and_object.md,1,3,15,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L3-L15
TV_PYTHON_CLASS_AND_OBJECT_02,python/class_and_object.md,2,16,60,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L16-L60
TV_PYTHON_CLASS_AND_OBJECT_03,python/class_and_object.md,3,61,77,24,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L61-L77
TV_PYTHON_CLASS_AND_OBJECT_04,python/class_and_object.md,4,78,98,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L78-L98
TV_PYTHON_CLASS_AND_OBJECT_05,python/class_and_object.md,5,99,119,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L99-L119
TV_PYTHON_CLASS_AND_OBJECT_06,python/class_and_object.md,6,120,139,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L120-L139
TV_PYTHON_CLASS_AND_OBJECT_07,python/class_and_object.md,7,140,165,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L140-L165
TV_PYTHON_CLASS_AND_OBJECT_08,python/class_and_object.md,8,166,201,60,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L166-L201
TV_PYTHON_CLASS_AND_OBJECT_09,python/class_and_object.md,9,202,210,15,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L202-L210
TV_PYTHON_CLASS_AND_OBJECT_10,python/class_and_object.md,10,211,258,33,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L211-L258
TV_PYTHON_CLASS_AND_OBJECT_11,python/class_and_object.md,11,259,301,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L259-L301
TV_PYTHON_CLASS_AND_OBJECT_12,python/class_and_object.md,12,302,321,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L302-L321
TV_PYTHON_CLASS_AND_OBJECT_13,python/class_and_object.md,13,322,347,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L322-L347
TV_PYTHON_CLASS_AND_OBJECT_14,python/class_and_object.md,14,348,354,37,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L348-L354
TV_PYTHON_CLASS_AND_OBJECT_15,python/class_and_object.md,15,355,412,50,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L355-L412
TV_PYTHON_CLASS_AND_OBJECT_16,python/class_and_object.md,16,413,435,17,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L413-L435
TV_PYTHON_CLASS_AND_OBJECT_17,python/class_and_object.md,17,436,480,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L436-L480
TV_PYTHON_CLASS_AND_OBJECT_18,python/class_and_object.md,18,481,532,15,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L481-L532
TV_PYTHON_CLASS_AND_OBJECT_19,python/class_and_object.md,19,533,539,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L533-L539
TV_PYTHON_CLASS_AND_OBJECT_20,python/class_and_object.md,20,540,585,29,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L540-L585
TV_PYTHON_CLASS_AND_OBJECT_21,python/class_and_object.md,21,586,713,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L586-L713
TV_PYTHON_CLASS_AND_OBJECT_22,python/class_and_object.md,22,714,769,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L714-L769
TV_PYTHON_CLASS_AND_OBJECT_23,python/class_and_object.md,23,770,790,17,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L770-L790
TV_PYTHON_CLASS_AND_OBJECT_24,python/class_and_object.md,24,791,818,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L791-L818
TV_PYTHON_CLASS_AND_OBJECT_25,python/class_and_object.md,25,819,839,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L819-L839
TV_PYTHON_CLASS_AND_OBJECT_26,python/class_and_object.md,26,840,940,34,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L840-L940
TV_PYTHON_CLASS_AND_OBJECT_27,python/class_and_object.md,27,941,960,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L941-L960
TV_PYTHON_CLASS_AND_OBJECT_28,python/class_and_object.md,28,961,1046,29,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L961-L1046
TV_PYTHON_CLASS_AND_OBJECT_29,python/class_and_object.md,29,1047,1124,22,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L1047-L1124
TV_PYTHON_CLASS_AND_OBJECT_30,python/class_and_object.md,30,1125,1158,33,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L1125-L1158
TV_PYTHON_CLASS_AND_OBJECT_31,python/class_and_object.md,31,1159,1205,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L1159-L1205
TV_PYTHON_CLASS_AND_OBJECT_32,python/class_and_object.md,32,1206,1292,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/class_and_object.md#L1206-L1292
TV_PYTHON_CODING_01,python/coding.md,1,3,20,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L3-L20
TV_PYTHON_CODING_02,python/coding.md,2,21,44,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L21-L44
TV_PYTHON_CODING_03,python/coding.md,3,45,82,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L45-L82
TV_PYTHON_CODING_04,python/coding.md,4,83,104,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L83-L104
TV_PYTHON_CODING_05,python/coding.md,5,105,114,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L105-L114
TV_PYTHON_CODING_06,python/coding.md,6,115,131,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L115-L131
TV_PYTHON_CODING_07,python/coding.md,7,132,147,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L132-L147
TV_PYTHON_CODING_08,python/coding.md,8,148,197,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L148-L197
TV_PYTHON_CODING_09,python/coding.md,9,198,221,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L198-L221
TV_PYTHON_CODING_10,python/coding.md,10,222,254,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L222-L254
TV_PYTHON_CODING_11,python/coding.md,11,255,274,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L255-L274
TV_PYTHON_CODING_12,python/coding.md,12,275,293,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L275-L293
TV_PYTHON_CODING_13,python/coding.md,13,294,341,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L294-L341
TV_PYTHON_CODING_14,python/coding.md,14,342,367,24,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L342-L367
TV_PYTHON_CODING_15,python/coding.md,15,368,390,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L368-L390
TV_PYTHON_CODING_16,python/coding.md,16,391,421,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L391-L421
TV_PYTHON_CODING_17,python/coding.md,17,422,452,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L422-L452
TV_PYTHON_CODING_18,python/coding.md,18,453,511,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L453-L511
TV_PYTHON_CODING_19,python/coding.md,19,512,584,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L512-L584
TV_PYTHON_CODING_20,python/coding.md,20,585,632,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L585-L632
TV_PYTHON_CODING_21,python/coding.md,21,633,683,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L633-L683
TV_PYTHON_CODING_22,python/coding.md,22,684,725,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L684-L725
TV_PYTHON_CODING_23,python/coding.md,23,726,760,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L726-L760
TV_PYTHON_CODING_24,python/coding.md,24,761,799,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L761-L799
TV_PYTHON_CODING_25,python/coding.md,25,800,827,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L800-L827
TV_PYTHON_CODING_26,python/coding.md,26,828,849,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L828-L849
TV_PYTHON_CODING_27,python/coding.md,27,850,880,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L850-L880
TV_PYTHON_DATA_TYPES_01,python/data_types.md,1,3,47,34,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L3-L47
TV_PYTHON_DATA_TYPES_02,python/data_types.md,2,48,93,73,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L48-L93
TV_PYTHON_DATA_TYPES_03,python/data_types.md,3,94,133,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L94-L133
TV_PYTHON_DATA_TYPES_04,python/data_types.md,4,134,150,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L134-L150
TV_PYTHON_DATA_TYPES_05,python/data_types.md,5,151,166,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L151-L166
TV_PYTHON_DATA_TYPES_06,python/data_types.md,6,167,268,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L167-L268
TV_PYTHON_DATA_TYPES_07,python/data_types.md,7,269,313,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L269-L313
TV_PYTHON_DATA_TYPES_08,python/data_types.md,8,314,400,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L314-L400
TV_PYTHON_DATA_TYPES_09,python/data_types.md,9,401,443,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L401-L443
TV_PYTHON_DATA_TYPES_10,python/data_types.md,10,444,497,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L444-L497
TV_PYTHON_DATA_TYPES_11,python/data_types.md,11,498,586,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L498-L586
TV_PYTHON_DATA_TYPES_12,python/data_types.md,12,587,609,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L587-L609
TV_PYTHON_DATA_TYPES_13,python/data_types.md,13,610,648,30,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L610-L648
TV_PYTHON_DATA_TYPES_14,python/data_types.md,14,649,688,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L649-L688
TV_PYTHON_DATA_TYPES_15,python/data_types.md,15,689,828,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L689-L828
TV_PYTHON_DATA_TYPES_16,python/data_types.md,16,829,868,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L829-L868
TV_PYTHON_DATA_TYPES_17,python/data_types.md,17,869,902,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L869-L902
TV_PYTHON_DECORATORS_01,python/decorators.md,1,3,79,76,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L3-L79
TV_PYTHON_DECORATORS_02,python/decorators.md,2,80,111,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L80-L111
TV_PYTHON_DECORATORS_03,python/decorators.md,3,112,120,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L112-L120
TV_PYTHON_DECORATORS_04,python/decorators.md,4,121,129,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L121-L129
TV_PYTHON_DECORATORS_05,python/decorators.md,5,130,190,24,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L130-L190
TV_PYTHON_DECORATORS_06,python/decorators.md,6,191,246,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L191-L246
TV_PYTHON_DECORATORS_07,python/decorators.md,7,247,278,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L247-L278
TV_PYTHON_DECORATORS_08,python/decorators.md,8,279,322,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/decorators.md#L279-L322
TV_PYTHON_EXCEPTIONS_01,python/exceptions.md,1,3,28,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L3-L28
TV_PYTHON_EXCEPTIONS_02,python/exceptions.md,2,29,64,28,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L29-L64
TV_PYTHON_EXCEPTIONS_03,python/exceptions.md,3,65,111,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L65-L111
TV_PYTHON_EXCEPTIONS_04,python/exceptions.md,4,112,124,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L112-L124
TV_PYTHON_EXCEPTIONS_05,python/exceptions.md,5,125,140,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L125-L140
TV_PYTHON_EXCEPTIONS_06,python/exceptions.md,6,141,154,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L141-L154
TV_PYTHON_EXCEPTIONS_07,python/exceptions.md,7,155,199,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L155-L199
TV_PYTHON_EXCEPTIONS_08,python/exceptions.md,8,200,221,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L200-L221
TV_PYTHON_EXCEPTIONS_09,python/exceptions.md,9,222,249,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L222-L249
TV_PYTHON_EXCEPTIONS_10,python/exceptions.md,10,250,259,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L250-L259
TV_PYTHON_EXCEPTIONS_11,python/exceptions.md,11,260,288,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L260-L288
TV_PYTHON_EXCEPTIONS_12,python/exceptions.md,12,289,297,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L289-L297
TV_PYTHON_EXCEPTIONS_13,python/exceptions.md,13,298,311,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L298-L311
TV_PYTHON_EXCEPTIONS_14,python/exceptions.md,14,312,351,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L312-L351
TV_PYTHON_EXCEPTIONS_15,python/exceptions.md,15,352,438,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L352-L438
TV_PYTHON_EXCEPTIONS_16,python/exceptions.md,16,439,454,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L439-L454
